"BEAVER PLACE" ,6-12-045-5,274,223,30,30,8,1,0,0,1,255,312,567,B213
"COPPER CREEK" ,6-12-045-5,297,393,34,45,2,0,0,0,0,382,389,771,B215
"FOLEYS TRAIL" ,6-12-045-5,337,357,42,43,7,0,0,0,0,368,418,786,B216
"COBBLESTONE KNOLL" ,6-12-039-5,290,305,50,32,4,0,0,0,0,322,359,681,B217
"LAURELWOOD" ,6-12-088-5,363,371,49,41,3,0,0,0,0,400,427,827,B218
"LEE ADAMS" ,6-12-045-5,337,297,44,43,5,1,0,0,0,321,406,727,B219
"MAGNOLIA GARDENS" ,6-12-088-5,313,331,27,41,5,1,0,0,0,321,397,718,B221
"WELLINGTON GARDENS" ,6-12-045-5,439,392,53,50,3,0,0,0,1,419,519,938,B222
"WILLOW OAK" ,6-12-045-5,373,419,61,54,2,0,0,1,0,435,475,910,B223
"WINDSTAR" ,6-12-088-5,469,535,55,41,5,0,0,0,0,516,589,1105,B224
"GOLDON TROPHY" ,6-12-045-5,485,413,53,61,9,1,0,0,0,460,562,1022,B225
"HOLLYBERRY" ,6-12-045-5,308,355,42,35,0,0,0,0,0,353,387,740,B226
"SILVERBELL" ,6-12-045-5,369,353,46,51,5,1,0,1,0,367,459,826,B227
"COMPLEX" ,6-13-075-5,659,481,122,99,8,1,2,0,0,584,788,1372,B229
"SPENCER PARK" ,6-12-039-5,520,399,55,74,8,1,0,0,1,481,577,1058,B231
"RIVER OAK" ,6-12-039-5,302,359,39,26,3,0,0,0,0,357,372,729,B232
"ASHLAND AVENUE" ,6-13-075-5,595,246,47,41,7,1,0,0,0,432,505,937,C103
"AYLESFORD" ,6-13-075-5,853,349,105,129,17,4,1,0,1,752,707,1459,C105
"BRYAN STATION" ,6-28-076-5,343,265,50,24,2,0,2,0,0,315,371,686,C109
"CHEVY CHASE" ,6-13-076-5,535,273,53,52,4,4,0,0,1,448,474,922,C113
"AUTUMN RIDGE" ,6-12-088-5,329,340,50,35,5,1,0,0,1,345,416,761,C114
"CLIFTON" ,6-13-075-5,543,270,60,70,9,4,0,0,1,443,514,957,C115
"DEEP SPRINGS" ,6-28-076-5,416,264,63,33,2,1,0,0,0,351,428,779,C118
"DUKE" ,6-13-076-5,523,353,50,55,5,1,0,0,0,448,539,987,C120
"EASTLAND" ,6-28-077-5,499,171,78,38,2,0,0,0,1,408,381,789,C121
"FONTAINE" ,6-13-076-5,596,253,43,46,4,3,0,0,0,407,538,945,C124
"HELM" ,6-28-076-5,374,463,48,38,2,1,1,1,0,430,498,928,C125
"KINGSWOOD" ,6-28-076-5,376,202,40,38,3,0,0,0,0,314,345,659,C126
"HERMITAGE" ,6-28-076-5,479,286,64,32,6,0,0,0,0,374,493,867,C127
"HOLLYWOOD" ,6-13-075-5,559,303,75,57,11,2,0,0,2,539,470,1009,C128
"IDLE HOUR" ,6-28-076-5,254,190,36,30,4,0,0,0,0,239,275,514,C129
"JULIA R EWAN" ,6-28-076-5,291,239,31,35,1,0,0,0,0,276,321,597,C130
"JOHNSON HEIGHTS" ,6-28-077-5,589,219,82,51,6,1,2,0,0,429,521,950,C132
"ROOKWOOD" ,6-28-076-5,369,268,40,26,1,0,0,1,1,324,382,706,C137
"VICTORY" ,6-13-076-5,651,213,64,43,3,1,0,0,2,453,524,977,C138
"WALTON" ,6-13-076-5,784,202,68,54,4,2,0,0,0,531,583,1114,C140
"WOODLAND" ,6-13-075-5,871,285,72,83,8,6,0,0,0,637,688,1325,C142
"WOODSPOINT" ,6-13-076-5,551,173,64,38,6,0,0,0,1,370,463,833,C143
"ALSAB" ,6-13-076-5,806,265,105,62,12,1,0,1,1,557,696,1253,C144
"DELAWARE" ,6-28-077-5,449,217,65,49,8,2,0,0,0,376,414,790,C148
"WINTER GARDEN" ,6-13-079-5,496,187,43,28,5,0,0,0,0,326,433,759,C150
"COVE LAKE" ,6-13-079-5,577,303,84,63,7,2,0,0,1,472,565,1037,C151
"HARTLAND" ,6-12-088-5,387,578,57,38,5,0,0,1,0,525,541,1066,C152
"KINGSTON" ,6-28-076-5,450,246,62,44,6,0,0,0,0,371,437,808,C153
"MAN O WAR" ,6-28-072-5,225,280,36,27,2,0,1,0,0,263,308,571,C154
"MARY TODD" ,6-28-076-5,363,221,60,23,6,1,0,0,0,305,369,674,C155
"PATCHEN VILLAGE" ,6-13-079-5,611,322,81,68,13,2,0,0,0,490,607,1097,C156
"RICHMOND RD." ,6-13-076-5,727,261,83,73,13,1,1,0,0,555,604,1159,C157
"SHANDON PARK" ,6-28-072-5,309,169,32,20,4,0,0,0,0,246,288,534,C159
"WALNUT HILL" ,6-34-088-5,205,271,29,25,2,1,0,0,0,254,279,533,C160
"TATESBROOK" ,6-12-079-5,356,207,46,34,2,0,0,0,0,297,348,645,C161
"NIAGARA" ,6-13-079-5,707,295,106,60,6,0,0,0,0,478,696,1174,C162
"GREENBRIER" ,6-12-088-5,240,402,26,34,7,0,0,0,0,342,367,709,C163
"EAST HILLS" ,6-13-088-5,473,334,72,42,2,0,0,0,0,404,519,923,C164
"CRESTVIEW" ,6-13-076-5,740,366,104,79,11,0,1,0,0,560,741,1301,C165
"RIO DOSA" ,6-13-076-5,682,368,76,68,12,0,1,0,0,530,677,1207,C167
"BRECKINRIDGE" ,6-13-076-5,411,183,49,39,3,0,0,0,0,324,361,685,C170
"GROVES POINT" ,6-13-079-5,472,233,63,51,6,3,0,0,0,376,452,828,C171
"BUCKHORN" ,6-12-088-5,446,468,55,71,4,0,0,0,0,494,550,1044,C173
"CENTURY HILLS" ,6-12-088-5,513,325,61,48,5,0,0,0,0,448,504,952,C174
"EAST LAKE" ,6-12-088-5,517,294,86,63,12,0,0,0,0,466,506,972,C175
"SQUIRE OAK" ,6-12-088-5,407,339,39,59,4,0,0,0,0,414,434,848,C176
"SUMMERHILL" ,6-12-088-5,596,364,81,49,6,0,1,0,0,519,578,1097,C177
"PLEASANT GROVE" ,6-12-088-5,262,321,35,35,6,1,0,0,0,322,338,660,C178
"BRANDYWINE" ,6-12-088-5,492,316,58,64,9,0,0,0,0,423,516,939,C179
"BROADMOOR" ,6-34-088-5,467,534,54,73,2,0,1,0,0,514,617,1131,C180
"KENESAW VILLAGE" ,6-12-088-5,383,332,34,49,5,0,0,0,0,386,417,803,C182
"MILLCREEK" ,6-13-079-5,437,170,48,23,5,0,0,0,0,306,377,683,C183
"MT FORAKER" ,6-13-088-5,143,86,19,12,1,0,0,0,0,132,129,261,C184
"N ELKHORN" ,6-28-076-5,104,148,13,8,3,0,0,0,0,138,138,276,C185
"OLD FARM" ,6-12-079-5,694,465,78,76,14,0,0,0,0,604,723,1327,C186
"CHILESBURG" ,6-34-088-5,381,439,49,32,6,0,0,0,0,429,478,907,C187
"STEPHEN FOSTER" ,6-13-079-5,447,227,54,38,6,1,0,0,0,336,437,773,C188
"SADDLEBROOK" ,6-13-076-5,632,215,64,55,6,1,0,0,0,427,546,973,C189
"AMHERST" ,6-12-088-5,696,581,97,104,16,4,1,1,0,722,778,1500,C190
"PLAINVIEW" ,6-13-079-5,649,288,78,49,7,2,1,0,0,475,599,1074,C191
"CHETFORD" ,6-12-088-5,330,448,53,35,6,0,0,0,0,424,448,872,C192
"SHEFFIELD PLACE" ,6-12-088-5,195,291,25,35,5,0,0,0,0,259,292,551,C193
"CHESTNUT HILL" ,6-12-088-5,420,391,64,39,6,0,0,0,0,427,493,920,C194
"LIBERTY STATION" ,6-28-076-5,401,305,28,40,4,0,0,0,0,344,434,778,C195
"MAPLELEAF" ,6-13-076-5,484,362,77,62,3,1,0,0,0,474,515,989,C196
"MOORELAND" ,6-12-088-5,377,284,67,34,15,1,0,0,0,368,410,778,C197
"MT. RUSHMORE" ,6-12-088-5,344,194,37,28,2,2,0,0,0,265,342,607,C198
"WOODFIELD" ,6-12-088-5,249,278,35,31,0,0,0,0,0,283,310,593,C199
"DEER CROSSING" ,6-34-088-5,330,396,44,46,3,0,0,0,0,388,431,819,C200
"TELLURIDE" ,6-12-076-5,239,263,32,38,0,0,0,0,1,281,292,573,C201
"GINGERMILL" ,6-12-088-5,412,476,54,45,5,0,0,0,0,457,535,992,C203
"CRYSTAL FALLS" ,6-13-076-5,486,307,55,39,5,0,0,0,0,393,499,892,C205
"NORTH POINTE" ,6-28-076-5,628,293,62,44,0,1,0,0,0,447,581,1028,C207
"ROTHBURY" ,6-12-088-5,226,387,36,23,1,0,0,0,0,330,343,673,C208
"SHAKER RUN" ,6-12-088-5,526,506,75,52,7,0,0,0,0,545,621,1166,C209
"MINT HILL" ,6-34-088-5,326,553,50,70,4,1,0,0,0,488,516,1004,C210
"BILOXI" ,6-28-076-5,431,217,51,34,2,2,0,0,0,316,421,737,C211
"BROOKEWIND" ,6-12-079-5,503,320,66,60,6,0,2,0,0,431,526,957,C212
"CHATSWORTH" ,6-28-076-5,388,159,47,35,2,0,1,0,0,279,353,632,C213
"FOUR WYNDS" ,6-12-088-5,260,303,42,37,1,0,0,0,0,276,367,643,C215
"HEARTWOOD" ,6-12-088-5,214,176,24,24,1,0,0,0,0,213,226,439,C216
"DENALI" ,6-34-088-5,463,502,50,51,10,1,0,0,0,509,568,1077,C217
"LEVI TODD" ,6-34-088-5,392,391,40,30,1,0,0,0,0,399,455,854,C218
"MARKET GARDEN" ,6-12-076-5,598,391,48,60,6,0,0,0,0,477,626,1103,C219
"PARK PLACE" ,6-12-079-5,346,311,44,64,2,0,0,0,1,330,438,768,C220
"RIDGEBROOK" ,6-28-076-5,364,309,44,42,3,1,0,0,0,340,423,763,C221
"ROSEWOOD" ,6-28-076-5,484,194,68,33,7,2,0,0,1,353,436,789,C222
"WILKES RUN" ,6-28-076-5,497,448,48,64,6,1,0,0,0,503,561,1064,C223
"BAY SPRINGS PARK" ,6-34-088-5,669,738,71,93,12,1,0,0,0,760,824,1584,C224
"BOONE STATION" ,6-34-088-5,337,424,58,38,5,1,1,0,0,427,437,864,C225
"BURKEWOOD" ,6-28-076-5,299,185,29,28,3,0,0,0,0,250,294,544,C226
"FORTUNE HILL" ,6-28-076-5,889,707,103,117,10,3,0,0,0,818,1011,1829,C227
"MANY OAKS PARK" ,6-12-088-5,385,424,47,53,4,0,0,0,0,454,459,913,C228
"RAVEN RUN" ,6-34-088-5,211,238,42,19,2,0,0,0,0,249,263,512,C229
"RED LEAF" ,6-28-088-5,497,351,45,49,4,1,0,0,0,450,497,947,C230
"ROCKMINSTER" ,6-28-088-5,345,404,31,55,4,0,0,0,0,404,435,839,C231
"TURTLE CREEK" ,6-34-088-5,368,353,47,59,5,1,0,0,0,399,434,833,C232
"WALNUT CREEK" ,6-12-088-5,378,329,55,47,3,0,1,0,0,400,413,813,C233
"RED STONE" ,6-12-076-5,304,227,30,19,6,0,1,1,0,270,318,588,C235
"PASSAGE MOUND" ,6-34-088-5,345,344,30,41,1,0,0,0,0,355,406,761,C236
"ORCHARD GRASS" ,6-34-088-5,339,372,42,55,9,0,0,0,0,407,410,817,C237
"VILLA" ,6-28-088-5,744,668,97,92,12,0,3,1,0,742,875,1617,C238
"NEEDLERUSH" ,6-34-088-5,597,600,72,65,4,1,0,0,0,647,692,1339,C239
"TILTON" ,6-27-070-6,394,260,29,11,1,0,0,0,0,350,344,695,A101
"HILLTOP" ,6-27-070-6,225,205,18,10,0,0,0,0,0,231,226,458,A102
"FLEMING CO.WATER ASSOC." ,6-27-070-6,373,268,34,16,4,2,0,0,0,310,384,697,A103
"WALLINGFORD" ,6-27-070-6,253,252,33,17,1,0,0,0,0,267,288,556,B101
"POPLAR PLAINS" ,6-27-070-6,466,451,52,21,2,0,0,0,0,489,500,992,B102
"MUSES MILLS #17" ,6-27-070-6,167,250,21,6,1,0,0,0,0,217,226,445,B103
"MT CARMEL" ,6-27-070-6,321,449,20,12,3,0,0,0,0,392,410,805,C101
"WOODMAN OF THE WORLD BLDG" ,6-27-070-6,441,386,28,4,3,0,0,0,0,400,460,862,C102
"PVA OFFICE" ,6-27-070-6,518,436,46,27,2,0,0,0,0,474,553,1029,D102
"MAYORS OFFICE" ,6-27-070-6,366,330,19,13,1,0,0,0,0,317,411,729,D103
"RINGOS MILL" ,6-27-070-6,327,316,28,12,0,1,0,0,0,342,342,684,E101
"HILLSBORO" ,6-27-070-6,219,253,21,11,3,0,0,0,0,251,255,507,E102
"PLUMMERS LANDING" ,6-27-070-6,173,270,24,12,1,0,0,0,0,235,243,480,E103
"GRANGE CITY" ,6-27-070-6,131,157,6,10,1,0,0,0,0,152,152,305,E104
"EWING" ,6-27-070-6,245,176,9,11,1,0,0,0,0,208,233,442,F102
"COWAN" ,6-27-070-6,121,90,9,2,1,0,0,0,0,123,100,223,F103
"ELIZAVILLE" ,6-27-070-6,390,250,25,11,1,0,0,0,1,334,344,678,F104
"FAIRVIEW" ,6-27-070-6,290,212,30,5,0,0,0,1,0,267,269,538,F105
"COURT HOUSE/TRIMBLE BR" ,5-29-095-7,402,160,7,32,2,0,0,0,0,278,325,603,A101
"ENDICOTT/BUFFALO" ,5-29-095-7,123,30,3,10,0,0,0,0,0,87,79,166,A102
"DEPOT" ,5-29-095-7,506,202,5,28,1,0,0,0,0,352,390,742,A103
"RICHMOND" ,5-29-095-7,222,116,4,12,2,0,0,0,0,168,188,356,A104
"NORTH PRESTONBURG" ,5-29-095-7,629,266,10,35,2,1,0,0,0,424,519,943,A105
"PORTER" ,5-29-095-7,933,366,25,77,5,1,0,0,0,744,663,1407,A106
"AUXIER" ,5-29-095-7,527,258,13,40,0,1,0,0,0,398,441,839,A107
"COW CREEK" ,5-29-095-7,726,221,10,39,0,0,0,0,0,488,508,996,A109
"ALLEN-DWALE" ,5-29-095-7,394,160,9,24,0,1,0,0,0,273,314,588,A110
"JIM BANKS" ,5-29-095-7,649,208,20,30,0,0,0,0,0,437,470,907,A111
"ABBOTT" ,5-29-095-7,543,275,12,45,1,0,0,0,0,426,450,876,A113
"CLIFF" ,5-29-095-7,752,352,12,37,7,1,0,0,0,559,602,1161,A116
"JOHN POSSUM" ,5-29-095-7,329,105,5,13,2,2,0,0,0,200,256,456,B101
"MAYTOWN" ,5-29-095-7,744,173,12,26,3,0,0,0,0,463,495,958,B102
"BOSCO" ,5-29-095-7,524,122,11,24,1,0,0,0,0,333,349,682,B103
"GARRETT/ROCK FORK" ,5-29-095-7,533,97,2,13,0,0,0,0,0,325,320,645,B104
"LACKEY/WAYLAND" ,5-29-095-7,572,125,8,29,0,1,0,0,0,356,379,735,B105
"MIDDLE CREEK/JACK ALLEN" ,5-29-095-7,803,232,8,34,2,0,0,0,1,515,565,1080,B106
"BEECH GROVE" ,5-29-095-7,465,92,7,25,0,1,0,0,0,289,301,590,B108
"MOUTH OF BEAVER" ,5-29-095-7,217,93,6,15,1,0,1,0,0,170,163,333,B109
"ROUGH & TOUGH" ,5-29-095-7,548,223,14,25,1,0,0,0,1,405,407,812,B112
"MARTIN" ,5-29-095-7,510,120,8,28,1,0,1,0,0,283,385,668,C101
"HALBERT" ,5-29-095-7,480,79,5,16,0,0,0,0,0,299,281,580,C102
"DRIFT" ,5-29-095-7,553,96,8,18,3,0,0,0,0,316,362,678,C103
"JOHN ANT/FRASURES CREEK" ,5-29-095-7,846,119,12,20,3,0,0,0,0,488,511,1000,C104
"GEARHEART" ,5-29-095-7,192,25,4,5,1,0,0,0,0,115,112,227,C105
"CLEAR CREEK" ,5-29-095-7,515,97,6,17,0,0,0,0,0,309,326,635,C106
"JACKS CREEK" ,5-29-095-7,442,59,6,15,0,0,0,0,0,259,263,522,C107
"LEE HALL" ,5-29-095-7,508,50,5,5,0,0,0,0,0,270,297,568,C108
"MELVIN" ,5-29-095-7,485,46,5,11,0,0,0,0,0,285,262,547,C109
"WEEKSBURY" ,5-29-095-7,379,49,3,8,0,0,0,0,0,221,218,439,C110
"ARKANSAS" ,5-29-095-7,318,77,3,14,1,0,1,0,0,193,221,414,C111
"ANTIOCH" ,5-29-095-7,498,74,1,5,1,0,0,0,0,286,293,579,D101
"TICKEY" ,5-29-095-7,698,164,10,25,1,0,0,0,0,430,468,898,D102
"TOLER" ,5-29-095-7,508,139,15,16,2,0,0,0,0,332,348,680,D103
"MOUTH OF MUD" ,5-29-095-7,541,316,6,34,5,2,0,0,0,448,456,904,D104
"LITTLE MUD" ,5-29-095-7,410,110,7,10,0,0,0,0,0,276,261,537,D105
"IVEL" ,5-29-095-7,629,271,12,42,1,0,0,0,0,463,492,955,D106
"BETSY LAYNE" ,5-29-095-7,678,324,17,38,1,0,1,0,1,507,553,1060,D107
"PRATER CREEK" ,5-29-095-7,747,294,16,27,5,0,0,0,0,518,571,1089,D108
"BRANHAMS CREEK" ,5-29-095-7,330,61,5,17,0,0,0,0,0,201,212,413,D109
"HEAD OF MUD" ,5-29-095-7,304,41,3,13,1,0,0,0,0,170,192,362,D110
"FARMDALE" ,6-07-057-5,769,339,31,34,3,0,0,0,0,558,618,1176,A101
"CLOVERDALE" ,6-07-057-5,426,197,20,19,4,1,1,0,0,297,371,668,A102
"VOGLER-COLEMAN" ,6-07-057-5,452,95,23,39,1,0,0,0,0,264,345,610,A103
"THISTLETON" ,6-07-057-5,568,180,32,32,3,1,0,0,0,362,453,816,A104
"BRIDGE-GLENNS" ,6-07-057-5,514,141,28,27,3,0,0,0,0,324,389,713,A105
"GREEN WILSON" ,6-07-057-5,478,407,47,46,6,2,1,0,0,467,520,987,A106
"CAPITOL" ,6-07-057-5,529,136,37,43,3,0,0,0,0,346,401,748,A107
"EVERGREEN" ,6-07-057-5,590,389,39,45,4,0,2,0,0,483,586,1069,A108
"JETT" ,6-07-056-5,783,453,37,49,6,0,0,0,0,635,693,1328,B101
"COUNTRY CLUB" ,6-07-056-5,821,370,27,49,7,1,0,0,0,565,709,1275,B102
"SUNSET" ,6-07-057-5,411,170,33,22,4,2,0,0,0,285,357,642,B103
"FRANKLIN HEIGHTS" ,6-07-057-5,363,168,21,13,5,0,1,0,0,265,305,571,B105
"STATION SPRINGS" ,6-07-056-5,1270,775,60,104,9,1,1,0,0,1040,1178,2220,B106
"TIERRA LINDA" ,6-07-057-5,634,327,40,50,10,1,0,0,0,488,574,1062,B108
"BELLVIEW" ,6-07-057-5,270,128,22,14,1,0,0,0,0,181,254,435,B109
"GREEN HILL" ,6-07-057-5,345,158,21,27,2,2,1,0,0,251,304,556,C101
"SCHENKEL LANE" ,6-07-057-5,658,169,62,38,7,0,0,0,0,376,556,934,C102
"ARNOLD" ,6-07-057-5,318,123,14,12,4,0,0,0,0,220,251,471,C105
"SCRUGGS" ,6-07-057-5,360,160,15,18,2,0,0,0,0,254,301,555,C106
"SILVER LAKE" ,6-07-057-5,798,379,38,27,3,0,1,0,0,514,732,1246,C107
"FORKS OF ELKHORN" ,6-07-056-5,537,375,38,49,4,0,0,0,0,470,533,1003,C108
"RIDGEVIEW" ,6-07-057-5,771,312,45,45,3,2,1,0,0,541,638,1179,C109
"RUSSELL" ,6-07-057-5,544,230,40,30,3,1,1,0,0,383,464,849,C110
"SWALLOWFIELD" ,6-07-057-5,387,213,23,17,4,3,0,0,0,311,335,647,D101
"OWENTON RD" ,6-07-057-5,728,336,52,42,4,0,1,0,0,544,617,1163,D102
"PEAKS MILL" ,6-07-057-5,281,195,18,27,3,0,0,0,0,250,272,524,D103
"SWITZER" ,6-07-057-5,368,204,10,17,3,0,0,0,0,293,309,602,D104
"GLENWOOD" ,6-07-057-5,344,161,46,28,1,0,1,0,1,277,305,582,D105
"GAINS-HOLMES" ,6-07-057-5,394,147,53,41,3,0,0,0,0,310,328,638,D106
"CRESTWOOD" ,6-07-057-5,290,134,16,23,1,0,0,1,0,219,245,465,D107
"THORN HILL" ,6-07-057-5,353,179,37,16,2,0,0,0,0,291,296,587,D108
"FAIRVIEW" ,6-07-057-5,1095,145,61,41,1,0,0,0,1,508,835,1344,D109
"LOUISVILLE RD" ,6-07-057-5,863,483,54,44,3,1,1,0,0,609,840,1449,E101
"SOUTH BENSON" ,6-07-057-5,1115,698,65,85,3,1,1,0,0,938,1030,1968,E102
"COLLINS LANE" ,6-07-057-5,639,310,35,37,0,0,0,0,1,480,541,1022,E108
"WESTGATE" ,6-07-057-5,657,294,46,51,7,1,1,0,0,444,611,1057,E109
"NORTH WESTGATE" ,6-07-057-5,598,234,68,44,2,0,0,0,1,408,539,947,E110
"BALD KNOB" ,6-07-057-5,391,258,38,32,1,0,0,0,0,359,361,720,F101
"COURTHOUSE" ,6-07-057-5,323,93,24,23,2,1,0,0,1,202,264,467,F102
"ST JOHN" ,6-07-057-5,538,302,35,23,4,0,1,0,0,445,458,903,F103
"BELLEPOINT" ,6-07-057-5,707,309,51,31,9,0,0,0,0,477,629,1107,F104
"HICKORY HILLS" ,6-07-057-5,1001,202,64,20,5,2,1,0,0,720,574,1295,F105
"CHOATEVILLE" ,6-07-057-5,453,245,36,27,2,0,0,0,0,367,396,763,F106
"BRIDGEPORT-BOTKINS" ,6-07-057-5,699,381,37,39,1,2,1,0,0,560,600,1160,F108
"CITY HALL" ,1-01-001-1,454,208,67,19,4,0,0,0,0,308,444,752,A101
"WOMAN'S CLUB" ,1-01-001-1,386,162,47,14,1,0,0,0,0,256,354,610,A102
"POLICE STATION" ,1-01-001-1,225,70,51,3,2,0,0,0,0,121,230,351,A103
"P-C-J" ,1-01-001-1,265,176,29,7,0,0,0,0,0,222,255,477,B101
"HIGH SCHOOL" ,1-01-001-1,401,227,52,16,1,0,0,0,0,293,404,697,B102
"CAYCE" ,1-01-001-1,241,112,19,4,1,0,0,0,0,185,192,377,B104
"RECC" ,1-01-001-1,400,131,35,8,1,0,0,0,0,245,330,575,C102
"SENIOR CITIZENS BLG" ,1-01-001-1,500,83,39,7,1,1,0,0,0,248,383,631,C103
"COURTHOUSE" ,1-01-001-1,365,156,30,7,0,0,0,0,0,251,307,558,D101
"STATELINE" ,1-01-001-1,136,47,4,4,1,0,1,0,0,95,98,193,D102
"BWM WATSON" ,1-01-001-1,219,116,15,2,0,1,0,0,0,166,187,353,D103
"LOWER WARSAW" ,4-07-047-6,513,311,35,29,4,1,0,0,0,400,493,893,A101
"UPPER WARSAW" ,4-07-047-6,466,284,47,29,1,2,0,0,0,395,434,829,A102
"NAPOLEON" ,4-07-047-6,329,355,44,18,2,1,0,0,0,368,381,749,B101
"CONCORD" ,4-07-047-6,329,440,57,33,5,0,2,0,0,419,446,866,B102
"GLENCOE" ,4-07-047-6,321,299,37,22,1,1,0,0,0,343,337,681,C101
"VETERAN'S MEMORIAL" ,4-07-047-6,406,427,58,33,1,1,0,0,0,470,456,926,C102
"SPARTA" ,4-07-047-6,449,318,43,23,5,0,0,0,0,407,431,838,D101
"GOLD STAR" ,4-07-047-6,440,414,35,27,4,0,0,0,0,467,452,920,D102
"BOONES CREEK" ,2-22-071-3,144,316,23,6,1,1,0,0,0,224,267,491,A101
"BOURNE" ,2-22-071-3,296,743,83,28,5,0,0,0,0,558,597,1155,A103
"MARKSBURY" ,2-22-071-3,330,842,86,43,1,1,0,0,0,628,673,1303,A104
"GILBERTS CK" ,2-22-071-3,317,510,75,36,6,0,0,0,0,415,529,944,B101
"ELKIN" ,2-22-071-3,250,751,48,24,2,0,0,0,0,524,550,1075,B102
"PLEASANT RETREAT" ,2-22-071-3,163,330,38,18,2,0,0,0,0,230,321,551,B103
"BRYANTSVILLE" ,2-22-071-3,397,948,96,45,6,1,2,0,0,749,746,1495,C102
"BUENA VISTA" ,2-22-071-3,376,870,79,51,2,0,0,0,0,697,681,1378,C103
"BUCKEYE" ,2-22-071-3,195,631,49,20,1,0,0,0,0,440,455,896,D101
"SUGAR CREEK" ,2-22-071-3,114,288,21,15,0,1,0,0,0,213,226,439,D102
"POOR HOUSE" ,2-22-071-3,275,475,59,22,1,0,0,0,1,379,454,833,D103
"MT. HEBRON" ,2-22-071-3,222,511,45,25,4,1,0,0,1,379,430,809,D104
"PAINT LICK" ,2-22-071-3,331,786,73,31,5,0,0,0,0,611,615,1226,E101
"CARTERSVILLE" ,2-22-071-3,313,862,74,34,3,0,1,0,0,619,668,1287,E103
"GRANT COUNTY #1" ,4-17-061-6,409,481,75,36,2,1,0,0,0,458,546,1004,A101
"GRANT COUNTY #2" ,4-17-061-6,202,299,41,18,0,1,1,0,0,266,296,562,A102
"GRANT COUNTY #3" ,4-17-061-6,490,584,79,43,7,1,1,0,0,557,648,1205,A103
"GRANT COUNTY #9" ,4-17-061-6,270,348,54,30,5,0,1,0,0,341,367,708,A104
"GRANT COUNTY #8" ,4-17-061-6,464,576,79,41,5,1,1,0,0,605,561,1167,A105
"GRANT COUNTY #19" ,4-17-061-6,276,436,74,18,5,2,0,0,0,410,401,811,A106
"GRANT COUNTY #20" ,4-17-061-6,410,417,66,20,1,1,0,0,1,443,473,916,A107
"GRANT COUNTY #5" ,4-17-061-6,451,522,94,42,4,1,0,0,0,534,579,1114,B101
"GRANT COUNTY #7" ,4-17-061-6,120,173,31,8,1,0,0,0,0,168,165,333,B102
"GRANT COUNTY #21" ,4-17-061-6,211,313,39,23,2,0,0,0,0,282,306,588,B103
"GRANT COUNTY #15" ,4-17-061-6,463,528,112,35,7,1,1,0,0,546,601,1147,B104
"GRANT COUNTY #13" ,4-17-061-6,314,488,45,20,3,0,0,0,0,442,428,870,B105
"GRANT COUNTY #6" ,4-17-061-6,253,291,31,14,4,0,1,0,0,303,291,594,B106
"GRANT COUNTY #4" ,4-17-061-6,370,504,55,18,3,0,0,0,0,486,464,950,B107
"GRANT COUNTY #23" ,4-17-061-6,291,387,53,25,3,0,0,0,0,344,415,759,B108
"GRANT COUNTY #16" ,4-17-061-6,283,464,69,30,6,0,0,0,0,413,439,852,C101
"GRANT COUNTY #14" ,4-17-061-6,357,486,89,30,4,0,0,0,0,458,507,966,C102
"GRANT COUNTY #10" ,4-17-061-6,430,637,72,31,4,0,0,0,0,567,607,1174,C103
"GRANT COUNTY #11" ,4-17-061-6,252,447,59,35,1,0,0,0,0,402,392,794,C104
"GRANT COUNTY #18" ,4-17-061-6,188,355,55,22,5,2,1,0,0,307,321,628,C106
"GRANT COUNTY #17" ,4-17-061-6,449,713,95,44,8,1,0,0,0,630,680,1310,C107
"GRANT COUNTY #22" ,4-17-061-6,246,395,51,18,0,0,0,0,0,347,363,710,C108
"WATER VALLEY" ,1-01-002-1,291,236,30,13,1,0,0,0,0,271,300,571,A101
"PILOT OAK" ,1-01-002-1,344,218,30,8,2,0,0,0,0,288,314,602,A102
"LYNNVILLE" ,1-01-002-1,384,245,24,10,1,0,0,0,0,310,354,664,A103
"CUBA" ,1-01-002-1,236,128,12,15,0,0,1,0,0,192,200,392,A104
"WEST WINGO" ,1-01-002-1,457,363,40,23,2,0,0,0,0,422,463,885,A105
"EAST WINGO" ,1-01-002-1,408,301,28,12,3,0,0,0,0,374,378,752,A106
"PRYORSBURG" ,1-01-002-1,532,429,40,23,2,0,1,0,0,490,537,1027,A107
"SEDALIA" ,1-01-002-1,344,251,30,18,7,0,0,0,0,322,328,650,A108
"TORIAN" ,1-01-002-1,759,662,48,24,7,0,1,0,0,706,795,1501,A109
"FARMINGTON" ,1-01-002-1,457,307,24,8,3,0,0,0,0,386,413,799,A110
"SOUTH HIGHLAND" ,1-01-002-1,741,611,37,24,4,0,1,0,0,641,776,1418,A111
"WARD 1 PRECINCT 2" ,1-01-002-1,225,145,13,19,1,0,0,0,0,176,227,403,B101
"WARD 1 PRECINCT 3" ,1-01-002-1,392,168,32,15,1,0,0,0,0,236,372,608,B102
"WARD 1 PRECINCT 4" ,1-01-002-1,491,258,43,17,3,0,0,0,0,347,465,812,B103
"WARD 1 PRECINCT 5" ,1-01-002-1,348,213,20,14,4,1,0,0,0,239,361,600,B104
